EmployeeID,Department,Salary,Tenure,Attrition,PerformanceRating,Age,Gender,JoiningDate,EducationLevel
194,Finance,83967,30,No,3,58,Male,08-02-2018,Master
197,Finance,70495,21,No,1,54,Male,08-05-2018,High School
201,Finance,112513,72,No,5,45,Male,26-05-2020,Master
205,Finance,67687,61,No,3,37,Female,14-05-2015,Bachelor
206,Finance,59670,43,No,2,49,Male,16-12-2023,Bachelor
209,Finance,112776,31,No,1,60,Male,28-03-2018,Doctorate
213,Finance,43669,101,No,1,58,Male,19-08-2015,Doctorate
219,Finance,107272,21,No,4,36,Female,09-08-2016,Bachelor
220,Finance,106148,14,No,5,31,Male,23-02-2021,Bachelor
222,Finance,53401,24,Yes,1,31,Female,07-05-2018,Bachelor
231,Finance,52923,52,No,5,56,Male,09-01-2015,Bachelor
234,Finance,114554,93,No,2,47,Male,04-09-2023,Bachelor
238,Finance,58564,31,No,5,30,Male,22-07-2016,Bachelor
245,Finance,117824,47,No,3,33,Male,21-07-2023,Bachelor
250,Finance,50976,91,No,2,43,Female,26-03-2018,Doctorate
253,Finance,102154,35,No,3,45,Female,06-11-2018,Bachelor
254,Finance,111874,120,No,2,26,Male,08-11-2021,Bachelor
266,Finance,51034,12,No,1,31,Male,19-02-2021,Master
269,Finance,64461,71,No,3,30,Male,26-05-2017,Bachelor
271,Finance,42004,18,No,4,23,Female,09-08-2022,Doctorate
282,Finance,50692,29,No,2,49,Male,23-07-2016,Master
284,Finance,108386,92,No,4,22,Male,14-04-2019,High School
285,Finance,78028,85,No,3,29,Female,28-10-2024,Master
287,Finance,100816,120,No,4,38,Female,20-11-2017,Bachelor
309,Finance,49133,39,No,1,47,Female,27-03-2015,Bachelor
311,Finance,115734,86,Yes,5,43,Female,02-06-2018,Doctorate
314,Finance,50972,25,No,3,31,Female,25-10-2015,Bachelor
315,Finance,71273,62,Yes,2,37,Male,20-10-2018,Bachelor
320,Finance,44830,25,Yes,3,52,Male,18-04-2020,High School
326,Finance,78643,69,No,3,37,Female,06-10-2021,Master
328,Finance,110291,58,No,3,24,Female,29-05-2016,Bachelor
331,Finance,80254,59,Yes,2,35,Male,10-11-2024,Master
336,Finance,79318,19,Yes,2,52,Female,16-09-2018,Master
340,Finance,45125,100,No,4,30,Male,14-11-2021,Bachelor
343,Finance,55605,24,No,1,34,Male,04-09-2017,Bachelor
344,Finance,54926,62,No,3,56,Male,19-08-2015,Doctorate
345,Finance,52048,104,Yes,5,39,Female,26-08-2022,Master
348,Finance,69858,105,No,2,54,Female,08-11-2018,Master
349,Finance,45573,55,No,3,44,Male,04-08-2017,Doctorate
353,Finance,97925,66,No,2,58,Female,20-09-2021,Bachelor
359,Finance,117915,86,No,4,40,Female,26-11-2015,Master
364,Finance,45692,38,No,4,52,Female,13-11-2016,Master
368,Finance,84873,108,Yes,1,47,Female,14-06-2019,Bachelor
373,Finance,46177,38,Yes,4,45,Female,29-09-2024,Bachelor
376,Finance,72038,71,No,4,36,Female,29-11-2023,Doctorate
384,Finance,68766,104,No,3,56,Male,29-04-2022,Master
388,Finance,54207,102,No,2,58,Female,19-05-2021,Bachelor
393,Finance,95270,50,Yes,3,49,Male,09-04-2017,Master
406,Finance,104973,54,No,5,30,Female,11-07-2023,Bachelor
413,Finance,105948,34,No,4,22,Male,12-08-2015,Bachelor
416,Finance,119029,28,Yes,4,58,Male,18-10-2024,Bachelor
420,Finance,104824,39,No,3,56,Female,08-06-2022,Bachelor
422,Finance,70619,90,Yes,5,25,Male,10-01-2023,Bachelor
423,Finance,113458,36,No,4,53,Female,25-10-2018,Bachelor
424,Finance,115044,66,Yes,2,27,Male,21-09-2020,Bachelor
426,Finance,79085,93,No,1,49,Male,11-03-2017,Master
428,Finance,78686,18,No,2,26,Female,10-05-2024,High School
433,Finance,75044,12,Yes,4,40,Female,14-07-2017,Bachelor
439,Finance,62641,80,No,2,49,Female,25-11-2019,Master
442,Finance,87298,116,No,2,36,Male,06-06-2021,Bachelor
444,Finance,75661,105,Yes,3,44,Male,10-08-2022,Master
448,Finance,40842,23,No,4,34,Female,23-06-2017,Bachelor
455,Finance,41248,19,No,3,37,Female,10-10-2024,Bachelor
456,Finance,43254,35,No,5,56,Male,26-10-2024,Bachelor
458,Finance,75497,103,No,1,53,Male,27-04-2019,Bachelor
462,Finance,76405,60,No,1,23,Female,14-07-2022,Bachelor
466,Finance,72452,82,No,3,27,Male,14-08-2023,Bachelor
498,Finance,57259,114,No,3,31,Female,26-06-2021,High School
503,Finance,45641,22,No,3,48,Male,17-09-2016,Master
512,Finance,46213,66,No,3,39,Male,05-12-2015,Bachelor
519,Finance,84085,22,No,5,31,Female,21-08-2022,Bachelor
523,Finance,107605,92,Yes,5,37,Female,22-02-2022,Bachelor
524,Finance,119235,45,No,2,23,Male,03-08-2018,Bachelor
531,Finance,92373,55,No,4,46,Male,02-06-2019,Bachelor
534,Finance,105606,117,No,3,51,Female,11-07-2019,Master
537,Finance,77895,96,No,5,37,Female,07-05-2020,Master
540,Finance,70502,92,No,1,51,Male,08-10-2018,Master
543,Finance,56455,120,No,3,30,Female,10-08-2021,High School
546,Finance,62560,103,No,5,29,Female,30-04-2022,Bachelor
549,Finance,55576,112,No,2,56,Male,23-02-2017,Bachelor
551,Finance,114799,35,No,5,22,Female,14-07-2017,Master
553,Finance,76184,87,No,5,48,Male,04-08-2015,Bachelor
556,Finance,57437,14,Yes,3,34,Female,15-07-2015,Master
557,Finance,60281,35,No,3,46,Female,03-03-2023,Doctorate
562,Finance,47104,72,No,3,52,Female,11-12-2019,High School
573,Finance,108692,41,No,4,23,Male,16-11-2016,High School
577,Finance,83957,114,No,2,40,Female,07-07-2022,Bachelor
579,Finance,87249,48,No,5,32,Female,16-02-2023,Bachelor
583,Finance,80466,30,Yes,3,53,Male,28-12-2020,Bachelor
585,Finance,69920,43,No,1,23,Male,14-10-2015,Bachelor
589,Finance,73463,57,No,2,28,Male,04-07-2022,Doctorate
593,Finance,42562,64,No,5,53,Male,21-12-2015,Doctorate
594,Finance,51354,111,No,3,48,Male,27-11-2018,Master
598,Finance,81024,16,No,3,29,Male,06-10-2017,Master
601,Finance,93499,62,No,3,52,Female,17-09-2022,Master
602,Finance,43735,46,No,5,57,Female,05-12-2017,Bachelor
603,Finance,100700,81,No,3,24,Male,26-01-2015,Master
604,Finance,87106,86,Yes,1,41,Male,11-08-2023,Bachelor
605,Finance,94096,58,No,4,33,Male,14-06-2015,Bachelor
612,Finance,93756,112,No,4,42,Female,04-11-2024,Bachelor
615,Finance,88618,93,Yes,5,55,Male,15-12-2020,Master
622,Finance,46791,38,No,5,45,Male,12-03-2022,Master
625,Finance,111124,14,No,2,33,Male,17-06-2020,High School
626,Finance,52515,95,No,4,58,Male,22-06-2015,Bachelor
627,Finance,89195,115,No,2,25,Male,22-06-2021,Doctorate
643,Finance,70521,91,Yes,4,38,Male,12-08-2018,Bachelor
644,Finance,96432,86,No,4,55,Male,27-08-2021,Bachelor
649,Finance,48729,96,No,3,29,Male,01-03-2023,Bachelor
654,Finance,63864,91,No,4,51,Female,06-02-2022,High School
655,Finance,89273,75,No,4,46,Male,05-01-2020,Bachelor
663,Finance,54175,80,No,3,30,Male,03-08-2021,High School
665,Finance,50800,20,No,2,42,Female,25-02-2022,Bachelor
670,Finance,50538,93,No,4,44,Male,09-12-2021,Master
672,Finance,41202,77,No,4,33,Male,01-02-2018,Master
673,Finance,73399,98,No,1,36,Male,05-07-2018,Master
675,Finance,85534,84,No,3,29,Female,26-07-2017,Bachelor
678,Finance,114144,109,No,3,49,Female,29-01-2023,Master
679,Finance,86770,13,No,1,47,Female,11-02-2018,Bachelor
680,Finance,90915,49,No,2,43,Male,18-10-2015,Master
682,Finance,61901,50,No,4,48,Female,10-07-2017,Bachelor
687,Finance,113612,95,Yes,2,41,Female,21-08-2023,Master
698,Finance,113074,25,No,4,31,Female,27-11-2022,Master
702,Finance,53970,13,No,2,26,Male,03-02-2021,Doctorate
705,Finance,57694,110,Yes,4,29,Male,13-11-2019,Doctorate
728,Finance,114272,105,No,4,37,Female,25-09-2019,Bachelor
733,Finance,65625,34,No,3,25,Female,21-06-2017,Master
734,Finance,71179,101,No,3,22,Male,07-06-2015,Bachelor
737,Finance,102952,87,No,2,55,Male,19-09-2016,Bachelor
739,Finance,58826,32,No,4,52,Male,08-03-2015,Bachelor
749,Finance,57609,76,Yes,4,43,Male,05-12-2020,Doctorate
750,Finance,46524,90,No,3,38,Male,09-01-2016,Bachelor
754,Finance,45781,20,No,4,31,Male,15-02-2019,Master
758,Finance,106052,28,No,2,44,Male,25-09-2022,Bachelor
760,Finance,82465,38,No,4,44,Male,10-03-2024,Master
766,Finance,75519,41,No,3,23,Male,01-09-2018,Master
769,Finance,84608,83,No,2,48,Female,08-11-2018,Bachelor
772,Finance,49353,75,No,2,32,Male,11-10-2018,Bachelor
776,Finance,112359,16,No,3,22,Female,16-06-2021,Master
777,Finance,84805,94,No,4,26,Male,14-05-2015,Bachelor
781,Finance,99651,70,No,3,22,Female,07-02-2016,Master
784,Finance,82057,29,Yes,3,37,Male,08-03-2023,Bachelor
786,Finance,54561,80,No,3,28,Female,11-08-2020,Master
787,Finance,106369,30,No,3,31,Male,03-09-2024,Bachelor
790,Finance,113860,64,Yes,5,31,Female,08-06-2019,Bachelor
797,Finance,52160,80,No,2,49,Male,16-03-2023,Bachelor
799,Finance,100221,110,Yes,3,26,Female,10-03-2017,Bachelor
801,Finance,47208,54,No,4,58,Male,28-09-2015,Bachelor
803,Finance,43933,55,Yes,3,33,Male,23-06-2022,Master
806,Finance,86282,79,No,4,39,Male,04-03-2024,Bachelor
822,Finance,63400,53,No,3,42,Female,11-06-2023,Bachelor
823,Finance,84969,22,Yes,2,29,Female,29-04-2019,Bachelor
826,Finance,83760,88,No,2,50,Female,22-01-2023,Master
828,Finance,65334,66,No,4,30,Female,20-07-2022,Doctorate
829,Finance,79425,33,No,4,30,Male,27-08-2023,Bachelor
834,Finance,46089,23,No,4,37,Female,21-09-2021,Doctorate
836,Finance,72816,32,No,3,24,Female,22-08-2022,Doctorate
857,Finance,69343,72,No,3,48,Male,22-11-2015,Bachelor
859,Finance,78868,38,No,2,24,Female,02-02-2015,Doctorate
862,Finance,78578,115,No,4,59,Female,22-05-2019,Master
863,Finance,115438,35,No,3,48,Male,17-08-2017,Bachelor
864,Finance,53738,114,No,3,52,Female,28-04-2024,Master
874,Finance,66725,72,No,5,24,Female,17-02-2021,High School
885,Finance,94215,34,Yes,4,51,Male,13-10-2024,High School
886,Finance,51659,32,No,4,44,Male,29-04-2022,Bachelor
887,Finance,63171,104,No,4,24,Female,24-01-2015,Master
890,Finance,68149,13,No,4,56,Male,01-09-2015,Bachelor
897,Finance,91798,35,No,3,37,Male,29-04-2022,Master
899,Finance,54860,79,No,3,30,Female,16-10-2018,Bachelor
912,Finance,45350,22,No,3,26,Male,03-11-2017,Bachelor
913,Finance,57126,84,No,4,35,Female,18-07-2023,Doctorate
914,Finance,63296,110,Yes,3,39,Female,30-11-2021,Doctorate
917,Finance,85567,85,No,1,29,Female,18-03-2015,High School
918,Finance,106532,100,No,3,51,Female,17-02-2015,Bachelor
930,Finance,46202,86,No,1,31,Male,09-04-2017,Master
932,Finance,119742,36,No,2,35,Female,16-04-2018,Bachelor
933,Finance,92785,106,No,4,33,Female,27-03-2015,Bachelor
938,Finance,116559,24,No,5,44,Male,11-02-2023,Doctorate
940,Finance,69666,36,No,1,31,Female,09-06-2019,Bachelor
945,Finance,70689,79,No,2,26,Female,31-01-2017,Master
946,Finance,80460,64,No,4,31,Female,25-12-2017,Bachelor
957,Finance,90653,49,Yes,3,36,Female,16-05-2023,High School
958,Finance,60024,75,No,4,51,Male,11-06-2018,Master
960,Finance,72078,23,No,3,56,Male,04-03-2024,Master
965,Finance,40411,51,No,4,41,Male,30-04-2018,Master
967,Finance,102610,29,No,1,48,Male,14-08-2018,Bachelor
972,Finance,70210,42,No,4,52,Male,01-12-2022,Bachelor
974,Finance,63285,30,No,3,53,Male,13-11-2022,Master
975,Finance,105855,48,No,4,44,Male,26-05-2017,High School
987,Finance,109479,17,No,3,54,Female,09-01-2023,Bachelor
989,Finance,79045,43,No,1,31,Male,23-07-2024,Master
992,Finance,110802,21,No,3,59,Male,13-05-2019,Doctorate
994,Finance,91338,64,No,5,43,Female,11-01-2020,Master
999,Finance,102167,56,No,4,37,Female,08-11-2015,Doctorate
1000,Finance,118883,81,No,3,37,Male,26-08-2020,Bachelor
