EmployeeID,Department,Salary,Tenure,Attrition,PerformanceRating,Age,Gender,JoiningDate,EducationLevel
400,Marketing,45153,95,Yes,3,49,Female,14-02-2017,Bachelor
404,Marketing,62877,69,No,5,38,Male,23-08-2016,Bachelor
412,Marketing,119058,113,Yes,2,51,Female,29-09-2021,Bachelor
415,Marketing,60747,109,Yes,4,36,Female,07-10-2023,Bachelor
429,Marketing,106737,120,No,5,26,Male,16-02-2024,Doctorate
432,Marketing,106788,33,Yes,4,43,Female,22-08-2018,High School
437,Marketing,100043,108,No,4,32,Male,07-05-2021,Master
438,Marketing,95715,46,No,2,48,Female,12-03-2015,Master
440,Marketing,119446,95,Yes,1,56,Male,18-09-2019,Bachelor
441,Marketing,97971,108,Yes,2,42,Female,23-03-2022,Bachelor
445,Marketing,108079,59,No,2,40,Female,09-02-2021,Bachelor
451,Marketing,94558,78,No,4,36,Female,17-08-2022,Bachelor
454,Marketing,89483,38,No,4,29,Male,02-08-2024,Master
457,Marketing,84379,83,No,4,33,Female,13-06-2017,Master
459,Marketing,52858,78,No,3,25,Female,08-03-2023,Master
463,Marketing,73486,116,No,4,29,Male,11-10-2023,Bachelor
468,Marketing,78043,41,Yes,3,47,Female,17-03-2021,Bachelor
469,Marketing,69134,43,No,1,60,Female,21-12-2022,Master
476,Marketing,49257,67,Yes,3,27,Female,13-05-2021,Bachelor
478,Marketing,78713,110,No,4,22,Male,09-11-2021,Bachelor
479,Marketing,88128,89,No,3,55,Male,09-11-2015,Bachelor
482,Marketing,107172,89,No,4,32,Female,13-02-2021,High School
487,Marketing,108569,81,No,3,34,Female,16-08-2015,Bachelor
494,Marketing,102684,50,Yes,5,26,Male,11-01-2016,Doctorate
506,Marketing,73757,28,No,2,24,Male,21-04-2015,Bachelor
510,Marketing,44483,40,No,3,23,Male,26-05-2019,Bachelor
513,Marketing,87981,22,No,5,51,Male,24-09-2018,Master
518,Marketing,70654,98,No,2,40,Male,23-10-2020,Bachelor
520,Marketing,79286,57,No,2,54,Female,14-03-2019,Bachelor
521,Marketing,64248,91,Yes,3,26,Female,02-10-2018,Master
525,Marketing,102044,53,No,3,38,Male,10-10-2021,Doctorate
526,Marketing,94059,54,No,3,25,Female,28-10-2022,Master
528,Marketing,46122,29,No,3,25,Female,27-06-2022,Doctorate
529,Marketing,67141,61,No,2,25,Female,12-01-2018,Master
535,Marketing,92805,82,No,4,54,Male,04-03-2016,Bachelor
536,Marketing,119404,19,No,1,48,Female,14-09-2019,Master
541,Marketing,79755,94,No,3,43,Male,11-01-2023,Bachelor
542,Marketing,109014,33,Yes,3,31,Female,14-03-2023,Doctorate
544,Marketing,47986,20,No,2,43,Female,13-07-2022,High School
554,Marketing,46733,103,No,5,56,Male,05-07-2018,Master
555,Marketing,44537,100,No,3,49,Male,19-06-2017,Bachelor
558,Marketing,94717,80,No,3,60,Female,11-09-2019,Master
560,Marketing,66817,42,No,2,33,Female,28-05-2018,High School
566,Marketing,90329,109,Yes,3,28,Female,30-06-2019,Bachelor
569,Marketing,92331,105,Yes,2,22,Female,20-09-2018,Master
572,Marketing,114003,32,No,2,36,Female,14-10-2018,Master
582,Marketing,48294,101,No,4,23,Male,03-03-2017,Bachelor
584,Marketing,100124,116,No,3,27,Female,06-04-2023,Bachelor
590,Marketing,68530,115,No,3,43,Female,06-05-2022,Bachelor
591,Marketing,58810,33,Yes,4,57,Female,24-01-2019,Bachelor
597,Marketing,52574,82,Yes,4,60,Male,30-10-2015,Bachelor
611,Marketing,115482,110,No,2,44,Female,14-01-2020,Master
617,Marketing,118232,68,No,5,42,Male,26-05-2015,Bachelor
634,Marketing,65220,101,No,2,46,Male,30-12-2014,Master
635,Marketing,115401,52,Yes,5,32,Female,25-06-2019,Doctorate
636,Marketing,115751,22,Yes,4,50,Female,24-05-2023,Master
640,Marketing,98947,115,No,2,36,Male,27-09-2016,Master
642,Marketing,42034,59,No,3,60,Male,27-11-2021,Bachelor
645,Marketing,92372,26,No,5,28,Female,30-06-2018,Doctorate
646,Marketing,67782,60,No,4,34,Male,10-02-2021,Bachelor
652,Marketing,115753,116,No,3,28,Female,28-02-2017,Bachelor
656,Marketing,108285,69,No,3,27,Male,07-01-2016,Master
658,Marketing,52464,37,No,1,36,Male,21-03-2021,Doctorate
661,Marketing,88591,51,Yes,2,58,Female,21-09-2016,Bachelor
664,Marketing,82957,106,No,2,22,Female,07-09-2018,Master
668,Marketing,78026,94,No,4,23,Female,07-02-2017,Bachelor
671,Marketing,55944,75,Yes,3,60,Male,20-10-2023,Bachelor
681,Marketing,91891,54,No,3,52,Female,11-03-2023,Master
683,Marketing,110382,77,No,4,34,Male,05-08-2016,Master
688,Marketing,69770,63,No,5,37,Female,06-06-2016,Bachelor
692,Marketing,64390,36,Yes,4,47,Female,06-05-2023,Master
696,Marketing,53803,33,No,3,24,Female,07-06-2018,Master
697,Marketing,71546,84,Yes,5,55,Male,13-03-2021,Master
700,Marketing,42528,53,Yes,1,28,Male,25-04-2021,Master
707,Marketing,85313,114,No,3,37,Male,31-01-2015,Doctorate
709,Marketing,110415,95,No,5,53,Female,03-05-2023,Bachelor
710,Marketing,67956,110,Yes,2,35,Female,30-05-2023,Master
712,Marketing,49490,105,No,3,27,Male,11-06-2015,Bachelor
716,Marketing,96757,19,No,4,28,Male,12-01-2023,Master
719,Marketing,86664,35,No,3,52,Female,04-08-2017,Doctorate
720,Marketing,51913,49,No,3,34,Male,16-08-2022,Doctorate
729,Marketing,88341,12,No,2,38,Female,11-10-2023,Master
735,Marketing,100335,71,Yes,3,34,Male,01-02-2016,Bachelor
736,Marketing,105216,95,No,4,59,Female,10-04-2022,Master
743,Marketing,59493,109,No,2,22,Female,08-09-2022,Bachelor
745,Marketing,105928,62,Yes,4,27,Female,30-04-2024,Bachelor
747,Marketing,62376,107,No,2,23,Male,09-02-2021,High School
751,Marketing,94705,96,No,4,34,Female,28-05-2021,Doctorate
755,Marketing,98054,77,No,2,25,Male,29-06-2019,Master
756,Marketing,93073,76,Yes,4,52,Male,20-04-2019,Bachelor
771,Marketing,104645,93,No,2,28,Female,30-10-2024,Bachelor
773,Marketing,73997,32,Yes,4,42,Female,28-04-2018,Bachelor
779,Marketing,47038,63,No,5,53,Female,05-04-2021,Bachelor
785,Marketing,78327,110,No,3,25,Female,07-02-2015,Master
791,Marketing,89687,85,Yes,1,23,Female,21-07-2023,Master
793,Marketing,56835,36,No,3,47,Female,17-09-2021,Bachelor
794,Marketing,51970,31,No,5,43,Male,22-01-2015,Bachelor
802,Marketing,80813,72,No,5,31,Male,20-03-2019,Master
810,Marketing,70645,43,No,4,38,Male,14-04-2015,Bachelor
814,Marketing,82933,91,No,4,39,Male,13-10-2023,Master
818,Marketing,85946,100,No,3,26,Female,04-06-2016,Bachelor
819,Marketing,112906,34,No,3,56,Female,17-11-2023,High School
831,Marketing,107780,89,No,4,29,Male,29-07-2024,Master
832,Marketing,63866,79,No,3,44,Male,14-07-2022,Bachelor
833,Marketing,92170,78,No,4,22,Male,09-07-2020,Master
837,Marketing,55162,106,No,4,57,Male,28-03-2022,Master
839,Marketing,112129,114,Yes,4,37,Male,25-04-2016,Bachelor
847,Marketing,40256,87,No,2,39,Female,04-06-2023,Master
849,Marketing,111386,40,No,3,42,Male,18-06-2024,Bachelor
851,Marketing,89704,62,No,1,40,Female,18-05-2016,Master
852,Marketing,102201,69,Yes,4,47,Female,03-04-2017,Bachelor
861,Marketing,64362,60,No,5,46,Female,08-09-2015,High School
865,Marketing,96056,104,No,2,42,Male,18-08-2016,Bachelor
875,Marketing,67128,78,No,3,47,Male,16-01-2015,Bachelor
877,Marketing,81884,95,No,2,29,Male,24-02-2022,Bachelor
882,Marketing,63902,99,No,4,50,Female,29-09-2015,Master
892,Marketing,72178,73,No,2,41,Male,20-10-2017,Doctorate
895,Marketing,62398,35,No,1,25,Female,16-07-2019,Master
896,Marketing,92796,118,No,3,57,Female,27-03-2018,Master
898,Marketing,74698,21,No,1,46,Female,09-05-2021,Master
905,Marketing,110215,60,No,2,34,Male,24-10-2018,Master
911,Marketing,101386,42,Yes,4,49,Male,13-12-2018,Doctorate
919,Marketing,67766,18,No,3,33,Female,16-10-2019,Bachelor
923,Marketing,79100,52,Yes,3,47,Female,09-01-2024,Bachelor
924,Marketing,93300,39,No,5,28,Female,13-11-2020,Bachelor
929,Marketing,81904,104,No,5,33,Female,30-09-2022,Master
935,Marketing,109394,77,No,4,60,Male,13-11-2024,Master
936,Marketing,89611,108,No,3,45,Female,17-06-2016,High School
944,Marketing,59919,12,No,3,32,Female,22-01-2016,Doctorate
947,Marketing,51613,85,No,3,56,Male,05-09-2018,Doctorate
953,Marketing,45188,96,No,2,33,Female,12-12-2024,Doctorate
955,Marketing,83022,87,No,4,27,Male,12-06-2016,Doctorate
962,Marketing,91872,26,Yes,1,23,Male,24-12-2022,High School
968,Marketing,81097,47,No,4,59,Female,26-01-2017,Bachelor
969,Marketing,70830,92,Yes,3,26,Male,18-05-2021,Doctorate
973,Marketing,40278,17,No,1,39,Female,19-06-2024,Bachelor
976,Marketing,88177,14,No,4,23,Male,11-03-2016,High School
977,Marketing,79111,28,No,3,43,Male,04-03-2018,Master
979,Marketing,106921,96,No,4,37,Male,25-08-2017,Bachelor
980,Marketing,78903,119,No,4,27,Male,04-02-2016,Master
983,Marketing,74487,72,No,4,46,Male,18-10-2021,Bachelor
991,Marketing,86746,51,No,3,26,Male,15-06-2024,Doctorate
993,Marketing,91684,21,No,2,41,Female,28-09-2022,High School
